# time des_x des_y des_z pos_x pos_y pos_z des_vx des_vy des_vz vel_x vel_y vel_z err_x err_y err_z verr_x verr_y verr_z force_x force_y force_z kx0 kx1 kx2 kv0 kv1 kv2
1767437117.985424851 -15 1 1.5 -15 1 1.14952 0 0 0 0 0 -1.6464 0 0 0.350476 0 0 1.6464 0 0 24.7493 15.7 15.7 15 6.4 6.4 6
1767437117.995335821 -15 1 1.5 -15 1 1.13391 0 0 0 0 0 -1.47637 0 0 0.366086 0 0 1.47637 0 0 23.9633 15.7 15.7 15 6.4 6.4 6
1767437118.005410585 -15 1 1.5 -15 1 1.11998 0 0 0 0 0 -1.31151 0 0 0.38002 0 0 1.31151 0 0 23.1831 15.7 15.7 15 6.4 6.4 6
1767437118.015286781 -15 1 1.5 -15 1 1.10767 0 0 0 0 0 -1.15238 0 0 0.392335 0 0 1.15238 0 0 22.4131 15.7 15.7 15 6.4 6.4 6
1767437118.025293495 -15 1 1.5 -15 1 1.09691 0 0 0 0 0 -0.999782 0 0 0.40309 0 0 0.999782 0 0 21.6588 15.7 15.7 15 6.4 6.4 6
1767437118.035523323 -15 1 1.5 -15 1 1.08765 0 0 0 0 0 -0.854069 0 0 0.412353 0 0 0.854069 0 0 20.9235 15.7 15.7 15 6.4 6.4 6
1767437118.045372876 -15 1 1.5 -15 1 1.08053 0 0 0 0 0 -0.72882 0 0 0.419472 0 0 0.72882 0 0 20.2788 15.7 15.7 15 6.4 6.4 6
1767437118.056002464 -15 1 1.5 -15 1 1.07332 0 0 0 0 0 -0.583545 0 0 0.426682 0 0 0.583545 0 0 19.5153 15.7 15.7 15 6.4 6.4 6
1767437118.065085458 -15 1 1.5 -15 1 1.06858 0 0 0 0 0 -0.470961 0 0 0.431423 0 0 0.470961 0 0 18.9109 15.7 15.7 15 6.4 6.4 6
1767437118.077353211 -15 1 1.5 -15 1 1.06447 0 0 0 0 0 -0.352667 0 0 0.435535 0 0 0.352667 0 0 18.2628 15.7 15.7 15 6.4 6.4 6
1767437118.085946557 -15 1 1.5 -15 1 1.0615 0 0 0 0 0 -0.24105 0 0 0.438498 0 0 0.24105 0 0 17.6376 15.7 15.7 15 6.4 6.4 6
1767437118.096013019 -15 1 1.5 -15 1 1.05976 0 0 0 0 0 -0.146473 0 0 0.440237 0 0 0.146473 0 0 17.0962 15.7 15.7 15 6.4 6.4 6
1767437118.108308180 -15 1 1.5 -15 1 1.05885 0 0 0 0 0 -0.057465 0 0 0.441151 0 0 0.057465 0 0 16.5759 15.7 15.7 15 6.4 6.4 6
1767437118.115360550 -15 1 1.5 -15 1 1.05871 0 0 0 0 0 0.0265057 0 0 0.441287 0 0 -0.0265057 0 0 16.0741 15.7 15.7 15 6.4 6.4 6
1767437118.125249551 -15 1 1.5 -15 1 1.05942 0 0 0 0 0 0.113752 0 0 0.44058 0 0 -0.113752 0 0 15.54 15.7 15.7 15 6.4 6.4 6
1767437118.135638419 -15 1 1.5 -15 1 1.06097 0 0 0 0 0 0.19471 0 0 0.439032 0 0 -0.19471 0 0 15.031 15.7 15.7 15 6.4 6.4 6
1767437118.145931185 -15 1 1.5 -15 1 1.06357 0 0 0 0 0 0.276807 0 0 0.436432 0 0 -0.276807 0 0 14.4994 15.7 15.7 15 6.4 6.4 6
1767437118.155704614 -15 1 1.5 -15 1 1.06668 0 0 0 0 0 0.345444 0 0 0.433316 0 0 -0.345444 0 0 14.0409 15.7 15.7 15 6.4 6.4 6
1767437118.165635225 -15 1 1.5 -15 1 1.07046 0 0 0 0 0 0.408426 0 0 0.429542 0 0 -0.408426 0 0 13.6064 15.7 15.7 15 6.4 6.4 6
1767437118.175778332 -15 1 1.5 -15 1 1.07483 0 0 0 0 0 0.46604 0 0 0.425166 0 0 -0.46604 0 0 13.195 15.7 15.7 15 6.4 6.4 6
1767437118.185739371 -15 1 1.5 -15 1 1.07976 0 0 0 0 0 0.518566 0 0 0.420239 0 0 -0.518566 0 0 12.806 15.7 15.7 15 6.4 6.4 6
1767437118.195913433 -15 1 1.5 -15 1 1.08519 0 0 0 0 0 0.566272 0 0 0.414811 0 0 -0.566272 0 0 12.4383 15.7 15.7 15 6.4 6.4 6
1767437118.205378989 -15 1 1.5 -15 1 1.09046 0 0 0 0 0 0.605379 0 0 0.409535 0 0 -0.605379 0 0 12.1246 15.7 15.7 15 6.4 6.4 6
1767437118.215840527 -15 1 1.5 -15 1 1.09737 0 0 0 0 0 0.648456 0 0 0.402635 0 0 -0.648456 0 0 11.7626 15.7 15.7 15 6.4 6.4 6
1767437118.225799307 -15 1 1.5 -15 1 1.10403 0 0 0 0 0 0.68342 0 0 0.395972 0 0 -0.68342 0 0 11.4529 15.7 15.7 15 6.4 6.4 6
1767437118.235697898 -15 1 1.5 -15 1 1.11102 0 0 0 0 0 0.714459 0 0 0.388979 0 0 -0.714459 0 0 11.1617 15.7 15.7 15 6.4 6.4 6
1767437118.245171258 -15 1 1.5 -15 1 1.11683 0 0 0 0 0 0.73661 0 0 0.383173 0 0 -0.73661 0 0 9.4072 15.7 15.7 15 6.4 6.4 6
1767437118.254969524 -15 1 1.5 -15 1 1.12431 0 0 0 0 0 0.759268 0 0 0.375688 0 0 -0.759268 0 0 9.84733 15.7 15.7 15 6.4 6.4 6
1767437118.264932163 -15 1 1.5 -15 1 1.13199 0 0 0 0 0 0.775871 0 0 0.368008 0 0 -0.775871 0 0 9.95108 15.7 15.7 15 6.4 6.4 6
1767437118.275078891 -15 1 1.5 -15 1 1.13903 0 0 0 0 0 0.787642 0 0 0.360971 0 0 -0.787642 0 0 9.9314 15.7 15.7 15 6.4 6.4 6
1767437118.285061602 -15 1 1.5 -15 1 1.14776 0 0 0 0 0 0.799176 0 0 0.352241 0 0 -0.799176 0 0 9.85071 15.7 15.7 15 6.4 6.4 6
1767437118.295152138 -15 1 1.5 -15 1 1.15579 0 0 0 0 0 0.807539 0 0 0.344206 0 0 -0.807539 0 0 9.75389 15.7 15.7 15 6.4 6.4 6
1767437118.305645373 -15 1 1.5 -15 1 1.1639 0 0 0 0 0 0.814194 0 0 0.336096 0 0 -0.814194 0 0 9.64718 15.7 15.7 15 6.4 6.4 6
1767437118.315032620 -15 1 1.5 -15 1 1.17207 0 0 0 0 0 0.819319 0 0 0.327927 0 0 -0.819319 0 0 9.53604 15.7 15.7 15 6.4 6.4 6
1767437118.325244967 -15 1 1.5 -15 1 1.18029 0 0 0 0 0 0.823026 0 0 0.319714 0 0 -0.823026 0 0 9.42328 15.7 15.7 15 6.4 6.4 6
1767437118.335143074 -15 1 1.5 -15 1 1.18853 0 0 0 0 0 0.825388 0 0 0.311471 0 0 -0.825388 0 0 9.31037 15.7 15.7 15 6.4 6.4 6
1767437118.347859242 -15 1 1.5 -15 1 1.19679 0 0 0 0 0 0.826456 0 0 0.30321 0 0 -0.826456 0 0 9.19822 15.7 15.7 15 6.4 6.4 6
1767437118.356612803 -15 1 1.5 -15 1 1.20258 0 0 0 0 0 0.826473 0 0 0.297425 0 0 -0.826473 0 0 9.12033 15.7 15.7 15 6.4 6.4 6
1767437118.365855909 -15 1 1.5 -15 1 1.21084 0 0 0 0 0 0.825438 0 0 0.289164 0 0 -0.825438 0 0 9.01055 15.7 15.7 15 6.4 6.4 6
1767437118.377565017 -15 1 1.5 -15 1 1.21743 0 0 0 0 0 0.82374 0 0 0.282567 0 0 -0.82374 0 0 8.92419 15.7 15.7 15 6.4 6.4 6
1767437118.385935482 -15 1 1.5 -15 1 1.22401 0 0 0 0 0 0.821292 0 0 0.275986 0 0 -0.821292 0 0 8.83916 15.7 15.7 15 6.4 6.4 6
1767437118.397143628 -15 1 1.5 -15 1 1.23221 0 0 0 0 0 0.817187 0 0 0.267793 0 0 -0.817187 0 0 8.73513 15.7 15.7 15 6.4 6.4 6
1767437118.405598129 -15 1 1.5 -15 1 1.24035 0 0 0 0 0 0.811983 0 0 0.259646 0 0 -0.811983 0 0 8.63918 15.7 15.7 15 6.4 6.4 6
1767437118.416508858 -15 1 1.5 -15 1 1.24522 0 0 0 0 0 0.808324 0 0 0.254785 0 0 -0.808324 0 0 8.59715 15.7 15.7 15 6.4 6.4 6
1767437118.425800589 -15 1 1.5 -15 1 1.25326 0 0 0 0 0 0.80134 0 0 0.246736 0 0 -0.80134 0 0 8.5353 15.7 15.7 15 6.4 6.4 6
1767437118.435462552 -15 1 1.5 -15 1 1.25965 0 0 0 0 0 0.795023 0 0 0.24035 0 0 -0.795023 0 0 8.4931 15.7 15.7 15 6.4 6.4 6
1767437118.446125928 -15 1 1.5 -15 1 1.26519 0 0 0 0 0 0.789005 0 0 0.234806 0 0 -0.789005 0 0 8.46043 15.7 15.7 15 6.4 6.4 6
1767437118.455767917 -15 1 1.5 -15 1 1.26913 0 0 0 0 0 0.784451 0 0 0.230872 0 0 -0.784451 0 0 8.43907 15.7 15.7 15 6.4 6.4 6
1767437118.465424947 -15 1 1.5 -15 1 1.27537 0 0 0 0 0 0.776757 0 0 0.224627 0 0 -0.776757 0 0 8.4078 15.7 15.7 15 6.4 6.4 6
1767437118.475189701 -15 1 1.5 -15 1 1.28309 0 0 0 0 0 0.766514 0 0 0.21691 0 0 -0.766514 0 0 8.37303 15.7 15.7 15 6.4 6.4 6
1767437118.486542672 -15 1 1.5 -15 1 1.28843 0 0 0 0 0 0.758978 0 0 0.21157 0 0 -0.758978 0 0 8.35162 15.7 15.7 15 6.4 6.4 6
1767437118.497237130 -15 1 1.5 -15 1 1.29372 0 0 0 0 0 0.751165 0 0 0.206285 0 0 -0.751165 0 0 8.33231 15.7 15.7 15 6.4 6.4 6
1767437118.505370571 -15 1 1.5 -15 1 1.2982 0 0 0 0 0 0.744265 0 0 0.201798 0 0 -0.744265 0 0 8.31724 15.7 15.7 15 6.4 6.4 6
1767437118.515929616 -15 1 1.5 -15 1 1.30485 0 0 0 0 0 0.733597 0 0 0.195148 0 0 -0.733597 0 0 8.29667 15.7 15.7 15 6.4 6.4 6
1767437118.526716522 -15 1 1.5 -15 1 1.31141 0 0 0 0 0 0.722598 0 0 0.188595 0 0 -0.722598 0 0 8.27834 15.7 15.7 15 6.4 6.4 6
1767437118.535518696 -15 1 1.5 -15 1 1.31572 0 0 0 0 0 0.715099 0 0 0.184281 0 0 -0.715099 0 0 8.26775 15.7 15.7 15 6.4 6.4 6
1767437118.546119726 -15 1 1.5 -15 1 1.32281 0 0 0 0 0 0.702328 0 0 0.177194 0 0 -0.702328 0 0 8.25202 15.7 15.7 15 6.4 6.4 6
1767437118.555529098 -15 1 1.5 -15 1 1.32976 0 0 0 0 0 0.689264 0 0 0.170236 0 0 -0.689264 0 0 8.23878 15.7 15.7 15 6.4 6.4 6
1767437118.566411018 -15 1 1.5 -15 1 1.33659 0 0 0 0 0 0.675947 0 0 0.16341 0 0 -0.675947 0 0 8.22795 15.7 15.7 15 6.4 6.4 6
1767437118.575824136 -15 1 1.5 -15 1 1.34328 0 0 0 0 0 0.662412 0 0 0.156718 0 0 -0.662412 0 0 8.21925 15.7 15.7 15 6.4 6.4 6
1767437118.585008509 -15 1 1.5 -15 1 1.34984 0 0 0 0 0 0.648689 0 0 0.150162 0 0 -0.648689 0 0 8.21282 15.7 15.7 15 6.4 6.4 6
1767437118.595234671 -15 1 1.5 -15 1 1.35562 0 0 0 0 0 0.636199 0 0 0.14438 0 0 -0.636199 0 0 8.20883 15.7 15.7 15 6.4 6.4 6
1767437118.605396417 -15 1 1.5 -15 1 1.36253 0 0 0 0 0 0.620789 0 0 0.137466 0 0 -0.620789 0 0 8.20586 15.7 15.7 15 6.4 6.4 6
1767437118.615149480 -15 1 1.5 -15 1 1.36867 0 0 0 0 0 0.606669 0 0 0.131329 0 0 -0.606669 0 0 8.20504 15.7 15.7 15 6.4 6.4 6
1767437118.625024589 -15 1 1.5 -15 1 1.37467 0 0 0 0 0 0.592466 0 0 0.125333 0 0 -0.592466 0 0 8.20591 15.7 15.7 15 6.4 6.4 6
1767437118.635032890 -15 1 1.5 -15 1 1.38052 0 0 0 0 0 0.578203 0 0 0.11948 0 0 -0.578203 0 0 8.20838 15.7 15.7 15 6.4 6.4 6
1767437118.645003707 -15 1 1.5 -15 1 1.38623 0 0 0 0 0 0.563901 0 0 0.113769 0 0 -0.563901 0 0 8.21232 15.7 15.7 15 6.4 6.4 6
1767437118.655185482 -15 1 1.5 -15 1 1.3918 0 0 0 0 0 0.549579 0 0 0.108202 0 0 -0.549579 0 0 8.2177 15.7 15.7 15 6.4 6.4 6
1767437118.664968016 -15 1 1.5 -15 1 1.39722 0 0 0 0 0 0.535255 0 0 0.102778 0 0 -0.535255 0 0 8.22449 15.7 15.7 15 6.4 6.4 6
1767437118.675073164 -15 1 1.5 -15 1 1.4025 0 0 0 0 0 0.520948 0 0 0.0974967 0 0 -0.520948 0 0 8.23249 15.7 15.7 15 6.4 6.4 6
1767437118.685129760 -15 1 1.5 -15 1 1.40764 0 0 0 0 0 0.506671 0 0 0.0923587 0 0 -0.506671 0 0 8.24181 15.7 15.7 15 6.4 6.4 6
1767437118.696386602 -15 1 1.5 -15 1 1.41264 0 0 0 0 0 0.49244 0 0 0.0873632 0 0 -0.49244 0 0 8.2523 15.7 15.7 15 6.4 6.4 6
1767437118.708090368 -15 1 1.5 -15 1 1.41749 0 0 0 0 0 0.478267 0 0 0.0825097 0 0 -0.478267 0 0 8.26401 15.7 15.7 15 6.4 6.4 6
1767437118.715476418 -15 1 1.5 -15 1 1.4222 0 0 0 0 0 0.464162 0 0 0.0777976 0 0 -0.464162 0 0 8.27705 15.7 15.7 15 6.4 6.4 6
1767437118.725188709 -15 1 1.5 -15 1 1.42677 0 0 0 0 0 0.450146 0 0 0.0732261 0 0 -0.450146 0 0 8.29053 15.7 15.7 15 6.4 6.4 6
1767437118.735151098 -15 1 1.5 -15 1 1.43121 0 0 0 0 0 0.436233 0 0 0.0687943 0 0 -0.436233 0 0 8.30498 15.7 15.7 15 6.4 6.4 6
1767437118.744992194 -15 1 1.5 -15 1 1.4355 0 0 0 0 0 0.422434 0 0 0.0645011 0 0 -0.422434 0 0 8.32035 15.7 15.7 15 6.4 6.4 6
1767437118.755020039 -15 1 1.5 -15 1 1.43965 0 0 0 0 0 0.408764 0 0 0.0603452 0 0 -0.408764 0 0 8.33639 15.7 15.7 15 6.4 6.4 6
1767437118.764995847 -15 1 1.5 -15 1 1.44367 0 0 0 0 0 0.395226 0 0 0.0563254 0 0 -0.395226 0 0 8.35347 15.7 15.7 15 6.4 6.4 6
1767437118.775244639 -15 1 1.5 -15 1 1.44756 0 0 0 0 0 0.381831 0 0 0.0524402 0 0 -0.381831 0 0 8.37129 15.7 15.7 15 6.4 6.4 6
1767437118.785374407 -15 1 1.5 -15 1 1.45131 0 0 0 0 0 0.368589 0 0 0.0486883 0 0 -0.368589 0 0 8.3898 15.7 15.7 15 6.4 6.4 6
1767437118.795066918 -15 1 1.5 -15 1 1.45493 0 0 0 0 0 0.355507 0 0 0.0450679 0 0 -0.355507 0 0 8.40896 15.7 15.7 15 6.4 6.4 6
1767437118.808588195 -15 1 1.5 -15 1 1.45842 0 0 0 0 0 0.342594 0 0 0.0415776 0 0 -0.342594 0 0 8.42873 15.7 15.7 15 6.4 6.4 6
1767437118.815240648 -15 1 1.5 -15 1 1.46178 0 0 0 0 0 0.329847 0 0 0.0382155 0 0 -0.329847 0 0 8.44977 15.7 15.7 15 6.4 6.4 6
1767437118.824994015 -15 1 1.5 -15 1 1.46502 0 0 0 0 0 0.317285 0 0 0.03498 0 0 -0.317285 0 0 8.47047 15.7 15.7 15 6.4 6.4 6
1767437118.834915655 -15 1 1.5 -15 1 1.46813 0 0 0 0 0 0.304924 0 0 0.0318692 0 0 -0.304924 0 0 8.49147 15.7 15.7 15 6.4 6.4 6
1767437118.845002486 -15 1 1.5 -15 1 1.47112 0 0 0 0 0 0.292768 0 0 0.0288809 0 0 -0.292768 0 0 8.51301 15.7 15.7 15 6.4 6.4 6
1767437118.854988959 -15 1 1.5 -15 1 1.47399 0 0 0 0 0 0.28082 0 0 0.0260131 0 0 -0.28082 0 0 8.53502 15.7 15.7 15 6.4 6.4 6
1767437118.864970723 -15 1 1.5 -15 1 1.47674 0 0 0 0 0 0.269085 0 0 0.0232638 0 0 -0.269085 0 0 8.55745 15.7 15.7 15 6.4 6.4 6
1767437118.875084185 -15 1 1.5 -15 1 1.47937 0 0 0 0 0 0.257566 0 0 0.0206307 0 0 -0.257566 0 0 8.58025 15.7 15.7 15 6.4 6.4 6
1767437118.885013644 -15 1 1.5 -15 1 1.48189 0 0 0 0 0 0.246262 0 0 0.0181117 0 0 -0.246262 0 0 8.60361 15.7 15.7 15 6.4 6.4 6
1767437118.894853847 -15 1 1.5 -15 1 1.4843 0 0 0 0 0 0.235177 0 0 0.0157047 0 0 -0.235177 0 0 8.6272 15.7 15.7 15 6.4 6.4 6
1767437118.907767857 -15 1 1.5 -15 1 1.48659 0 0 0 0 0 0.224324 0 0 0.0134074 0 0 -0.224324 0 0 8.65075 15.7 15.7 15 6.4 6.4 6
1767437118.915070709 -15 1 1.5 -15 1 1.48878 0 0 0 0 0 0.213689 0 0 0.0112175 0 0 -0.213689 0 0 8.68349 15.7 15.7 15 6.4 6.4 6
1767437118.924820217 -15 1 1.5 -15 1 1.49087 0 0 0 0 0 0.203295 0 0 0.00913283 0 0 -0.203295 0 0 8.69854 15.7 15.7 15 6.4 6.4 6
1767437118.935526474 -15 1 1.5 -15 1 1.49285 0 0 0 0 0 0.193154 0 0 0.00715078 0 0 -0.193154 0 0 8.72269 15.7 15.7 15 6.4 6.4 6
1767437118.944955606 -15 1 1.5 -15 1 1.49473 0 0 0 0 0 0.183246 0 0 0.00526898 0 0 -0.183246 0 0 8.74717 15.7 15.7 15 6.4 6.4 6
1767437118.954962765 -15 1 1.5 -15 1 1.49651 0 0 0 0 0 0.173581 0 0 0.00348505 0 0 -0.173581 0 0 8.77146 15.7 15.7 15 6.4 6.4 6
1767437118.965044950 -15 1 1.5 -15 1 1.4982 0 0 0 0 0 0.164161 0 0 0.00179654 0 0 -0.164161 0 0 8.7958 15.7 15.7 15 6.4 6.4 6
1767437118.975363107 -15 1 1.5 -15 1 1.4998 0 0 0 0 0 0.154988 0 0 0.000200998 0 0 -0.154988 0 0 8.82017 15.7 15.7 15 6.4 6.4 6
1767437118.984989367 -15 1 1.5 -15 1 1.5013 0 0 0 0 0 0.146055 0 0 -0.00130401 0 0 -0.146055 0 0 8.84475 15.7 15.7 15 6.4 6.4 6
1767437119.004640450 -15 1 1.5 -15 1 1.50272 0 0 0 0 0 0.137371 0 0 -0.00272093 0 0 -0.137371 0 0 8.86904 15.7 15.7 15 6.4 6.4 6
1767437119.007618937 -15 1 1.5 -15 1 1.50366 0 0 0 0 0 0.131424 0 0 -0.00366166 0 0 -0.131424 0 0 8.8873 15.7 15.7 15 6.4 6.4 6
1767437119.015908597 -15 1 1.5 -15 1 1.50493 0 0 0 0 0 0.123119 0 0 -0.00493416 0 0 -0.123119 0 0 8.91171 15.7 15.7 15 6.4 6.4 6
1767437119.025834221 -15 1 1.5 -15 1 1.50612 0 0 0 0 0 0.115065 0 0 -0.00612486 0 0 -0.115065 0 0 8.93594 15.7 15.7 15 6.4 6.4 6
1767437119.035115322 -15 1 1.5 -15 1 1.50724 0 0 0 0 0 0.107266 0 0 -0.0072363 0 0 -0.107266 0 0 8.95985 15.7 15.7 15 6.4 6.4 6
1767437119.045215531 -15 1 1.5 -15 1 1.50827 0 0 0 0 0 0.0997285 0 0 -0.00827106 0 0 -0.0997285 0 0 8.98343 15.7 15.7 15 6.4 6.4 6
1767437119.055171817 -15 1 1.5 -15 1 1.50923 0 0 0 0 0 0.0924468 0 0 -0.00923173 0 0 -0.0924468 0 0 9.00688 15.7 15.7 15 6.4 6.4 6
1767437119.065306110 -15 1 1.5 -15 1 1.51012 0 0 0 0 0 0.085417 0 0 -0.0101208 0 0 -0.085417 0 0 9.03015 15.7 15.7 15 6.4 6.4 6
1767437119.075264326 -15 1 1.5 -15 1 1.51094 0 0 0 0 0 0.0786299 0 0 -0.0109409 0 0 -0.0786299 0 0 9.05338 15.7 15.7 15 6.4 6.4 6
1767437119.085321791 -15 1 1.5 -15 1 1.51169 0 0 0 0 0 0.0720837 0 0 -0.0116942 0 0 -0.0720837 0 0 9.07633 15.7 15.7 15 6.4 6.4 6
1767437119.095315005 -15 1 1.5 -15 1 1.51238 0 0 0 0 0 0.0657773 0 0 -0.0123833 0 0 -0.0657773 0 0 9.099 15.7 15.7 15 6.4 6.4 6
1767437119.106268231 -15 1 1.5 -15 1 1.51301 0 0 0 0 0 0.0597089 0 0 -0.0130106 0 0 -0.0597089 0 0 9.12136 15.7 15.7 15 6.4 6.4 6
1767437119.115919207 -15 1 1.5 -15 1 1.51358 0 0 0 0 0 0.0538713 0 0 -0.0135783 0 0 -0.0538713 0 0 9.14353 15.7 15.7 15 6.4 6.4 6
1767437119.125600273 -15 1 1.5 -15 1 1.51409 0 0 0 0 0 0.048268 0 0 -0.0140888 0 0 -0.048268 0 0 9.16521 15.7 15.7 15 6.4 6.4 6
1767437119.135357860 -15 1 1.5 -15 1 1.51454 0 0 0 0 0 0.0428972 0 0 -0.0145444 0 0 -0.0428972 0 0 9.18652 15.7 15.7 15 6.4 6.4 6
1767437119.145261074 -15 1 1.5 -15 1 1.51495 0 0 0 0 0 0.0377555 0 0 -0.0149475 0 0 -0.0377555 0 0 9.20746 15.7 15.7 15 6.4 6.4 6
1767437119.155214352 -15 1 1.5 -15 1 1.5153 0 0 0 0 0 0.0328395 0 0 -0.0153003 0 0 -0.0328395 0 0 9.22801 15.7 15.7 15 6.4 6.4 6
1767437119.165349602 -15 1 1.5 -15 1 1.51561 0 0 0 0 0 0.0281509 0 0 -0.015605 0 0 -0.0281509 0 0 9.24803 15.7 15.7 15 6.4 6.4 6
1767437119.175362757 -15 1 1.5 -15 1 1.51586 0 0 0 0 0 0.0236796 0 0 -0.015864 0 0 -0.0236796 0 0 9.26775 15.7 15.7 15 6.4 6.4 6
1767437119.185466668 -15 1 1.5 -15 1 1.51608 0 0 0 0 0 0.0194216 0 0 -0.0160793 0 0 -0.0194216 0 0 9.28702 15.7 15.7 15 6.4 6.4 6
1767437119.195659127 -15 1 1.5 -15 1 1.51625 0 0 0 0 0 0.0153734 0 0 -0.0162531 0 0 -0.0153734 0 0 9.30585 15.7 15.7 15 6.4 6.4 6
1767437119.205314821 -15 1 1.5 -15 1 1.51639 0 0 0 0 0 0.011531 0 0 -0.0163875 0 0 -0.011531 0 0 9.32421 15.7 15.7 15 6.4 6.4 6
1767437119.216106756 -15 1 1.5 -15 1 1.51648 0 0 0 0 0 0.00789032 0 0 -0.0164844 0 0 -0.00789032 0 0 9.34211 15.7 15.7 15 6.4 6.4 6
1767437119.225252478 -15 1 1.5 -15 1 1.51655 0 0 0 0 0 0.00444721 0 0 -0.0165459 0 0 -0.00444721 0 0 9.35952 15.7 15.7 15 6.4 6.4 6
1767437119.235497917 -15 1 1.5 -15 1 1.51657 0 0 0 0 0 0.00119722 0 0 -0.016574 0 0 -0.00119722 0 0 9.37644 15.7 15.7 15 6.4 6.4 6
1767437119.245385874 -15 1 1.5 -15 1 1.51657 0 0 0 0 0 -0.00186418 0 0 -0.0165705 0 0 0.00186418 0 0 9.39287 15.7 15.7 15 6.4 6.4 6
1767437119.255469662 -15 1 1.5 -15 1 1.51654 0 0 0 0 0 -0.00474167 0 0 -0.0165373 0 0 0.00474167 0 0 9.40879 15.7 15.7 15 6.4 6.4 6
1767437119.265443337 -15 1 1.5 -15 1 1.51648 0 0 0 0 0 -0.00744001 0 0 -0.0164762 0 0 0.00744001 0 0 9.42421 15.7 15.7 15 6.4 6.4 6
1767437119.278525943 -15 1 1.5 -15 1 1.51639 0 0 0 0 0 -0.00996407 0 0 -0.0163891 0 0 0.00996407 0 0 9.43911 15.7 15.7 15 6.4 6.4 6
1767437119.285570506 -15 1 1.5 -15 1 1.51628 0 0 0 0 0 -0.012328 0 0 -0.0162775 0 0 0.012328 0 0 9.45366 15.7 15.7 15 6.4 6.4 6
1767437119.295357911 -15 1 1.5 -15 1 1.51614 0 0 0 0 0 -0.0145277 0 0 -0.0161431 0 0 0.0145277 0 0 9.46756 15.7 15.7 15 6.4 6.4 6
1767437119.305374589 -15 1 1.5 -15 1 1.51599 0 0 0 0 0 -0.0165654 0 0 -0.0159875 0 0 0.0165654 0 0 9.48093 15.7 15.7 15 6.4 6.4 6
1767437119.315272200 -15 1 1.5 -15 1 1.51581 0 0 0 0 0 -0.0184468 0 0 -0.0158123 0 0 0.0184468 0 0 9.49379 15.7 15.7 15 6.4 6.4 6
1767437119.325202744 -15 1 1.5 -15 1 1.51562 0 0 0 0 0 -0.0201777 0 0 -0.015619 0 0 0.0201777 0 0 9.50612 15.7 15.7 15 6.4 6.4 6
